BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-CABLE ONE INC,1/29/2017,2/28/2017,UTILITIES,284.07,2017,CITI PCARD-CABLE ONE INC
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-MCC MEDIACOM,1/29/2017,2/28/2017,UTILITIES,746.15,2017,CITI PCARD-MCC MEDIACOM
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-PSN SPENCER IA UTILITI,1/29/2017,2/28/2017,UTILITIES,395.4,2017,CITI PCARD-PSN SPENCER IA UTILITI
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-CABLE ONE INC,11/29/2016,12/28/2016,UTILITIES,284.07,2016,CITI PCARD-CABLE ONE INC
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-MCC MEDIACOM,11/29/2016,12/28/2016,UTILITIES,563.99,2016,CITI PCARD-MCC MEDIACOM
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-PSN SPENCER IA UTILITI,11/29/2016,12/28/2016,UTILITIES,591.74,2016,CITI PCARD-PSN SPENCER IA UTILITI
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/14/2017,AP,E0476117,COMCAST,1/2/2017,2/1/2017,UTILITIES,168.98,2017,COMCAST
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/30/2017,AP,E0480369,AMEREN ILLINOIS,11/30/2016,1/3/2017,UTILITIES,373.54,2017,AMEREN ILLINOIS
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/7/2017,AP,E0485185,COMCAST,2/2/2017,3/1/2017,UTILITIES,181.31,2017,COMCAST
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,E0488749,AMEREN ILLINOIS,1/3/2017,2/1/2017,UTILITIES,343.78,2017,AMEREN ILLINOIS
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/9/2017,AP,E0494408,COMCAST,3/2/2017,4/1/2017,UTILITIES,181.31,2017,COMCAST
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,E0497678,AMEREN ILLINOIS,2/1/2017,3/2/2017,UTILITIES,330.45,2017,AMEREN ILLINOIS
K000387,HON. STEPHEN KNIGHT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0483442,HARTL KELLIE J.,1/23/2017,1/23/2017,UTILITIES,562.71,2017,HARTL KELLIE J.
K000387,HON. STEPHEN KNIGHT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/15/2017,AP,E0487107,HARTL KELLIE J.,2/7/2017,2/7/2017,UTILITIES,1415.75,2017,HARTL KELLIE J.
K000387,HON. STEPHEN KNIGHT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/30/2017,AP,E0500434,SOUTHERN CALIFORNIA EDISON,1/27/2017,2/28/2017,UTILITIES,132.56,2017,SOUTHERN CALIFORNIA EDISON
K000387,HON. STEPHEN KNIGHT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/17/2017,AP,E0478563,SOUTHERN CALIFORNIA EDISON,11/29/2016,12/29/2016,UTILITIES,135.68,2016,SOUTHERN CALIFORNIA EDISON
K000387,HON. STEPHEN KNIGHT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/26/2017,AP,E0480658,HARTL KELLIE J.,1/5/2016,1/5/2016,UTILITIES,2536.26,2016,HARTL KELLIE J.
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/5/2017,AP,E0482340,COMCAST,1/3/2017,2/2/2017,UTILITIES,322.14,2017,COMCAST
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/27/2017,AP,E0487517,COMCAST,2/3/2017,3/2/2017,UTILITIES,223.14,2017,COMCAST
K000391,HON. RAJA KRISHNAMOORTHI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,E0489610,NICKSON MICHAEL,1/3/2017,1/25/2017,UTILITIES,187.93,2017,NICKSON MICHAEL
K000382,HON. ANN M. KUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-FONALITY,1/29/2017,2/28/2017,UTILITIES,355.83,2017,CITI PCARD-FONALITY
K000382,HON. ANN M. KUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-SPECTROTEL HOLDING COM,11/29/2016,12/28/2016,UTILITIES,559.72,2016,CITI PCARD-SPECTROTEL HOLDING COM
K000392,HON. DAVID KUSTOFF,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/27/2017,AP,E0491836,JACKSON ENERGY AUTHORITY,1/11/2017,2/1/2017,UTILITIES,296.34,2017,JACKSON ENERGY AUTHORITY
K000392,HON. DAVID KUSTOFF,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/4/2017,AP,E0490494,CABLE ONE INC,1/19/2017,2/22/2017,UTILITIES,253.58,2017,CABLE ONE INC
K000392,HON. DAVID KUSTOFF,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/14/2017,AP,E0494663,CABLE ONE INC,2/23/2017,3/22/2017,UTILITIES,204.73,2017,CABLE ONE INC
K000392,HON. DAVID KUSTOFF,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/22/2017,AP,E0497397,ALLEN SHIRES DEBBIE J.,1/12/2017,1/12/2017,UTILITIES,168.92,2017,ALLEN SHIRES DEBBIE J.
K000392,HON. DAVID KUSTOFF,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/31/2017,AP,E0499906,JACKSON ENERGY AUTHORITY,2/1/2017,3/2/2017,UTILITIES,366.64,2017,JACKSON ENERGY AUTHORITY
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/13/2017,AP,E0475466,INTERMAX NETWORKS,1/3/2017,1/31/2017,UTILITIES,101.72,2017,INTERMAX NETWORKS
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0481272,TIME WARNER CABLE,1/7/2017,2/6/2017,UTILITIES,191.19,2017,TIME WARNER CABLE
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0481274,CABLE ONE INC,1/16/2017,2/15/2017,UTILITIES,171.99,2017,CABLE ONE INC
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/24/2017,AP,E0487530,INTERMAX NETWORKS,2/1/2017,2/28/2017,UTILITIES,109,2017,INTERMAX NETWORKS
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/3/2017,AP,E0490401,CABLE ONE INC,2/16/2017,3/15/2017,UTILITIES,174.61,2017,CABLE ONE INC
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/3/2017,AP,E0490402,TIME WARNER CABLE,2/7/2017,3/6/2017,UTILITIES,194.05,2017,TIME WARNER CABLE
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/24/2017,AP,E0497967,INTERMAX NETWORKS,3/1/2017,3/31/2017,UTILITIES,109,2017,INTERMAX NETWORKS
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/24/2017,AP,E0497968,TIME WARNER CABLE,3/7/2017,4/6/2017,UTILITIES,191.19,2017,TIME WARNER CABLE
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/13/2017,AP,E0475453,TIME WARNER CABLE,12/7/2016,1/2/2017,UTILITIES,165.71,2017,TIME WARNER CABLE
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0481268,CABLE ONE INC,12/16/2016,1/2/2017,UTILITIES,103.14,2017,CABLE ONE INC
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/14/2017,AP,E0475963,COMCAST,12/30/2016,1/29/2017,UTILITIES,320.79,2017,COMCAST
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/14/2017,AP,E0475964,COMCAST,1/1/2017,1/31/2017,UTILITIES,144.59,2017,COMCAST
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/30/2017,AP,E0475960,MEDIACOM,1/3/2017,1/2/2018,UTILITIES,1005.09,2018,MEDIACOM
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0481283,COMCAST,1/12/2017,2/11/2017,UTILITIES,250.79,2017,COMCAST
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/6/2017,AP,E0482218,CITY WATER LIGHT & POWER,12/17/2016,1/18/2017,UTILITIES,834.14,2017,CITY WATER LIGHT & POWER
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/28/2017,AP,E0488050,AMEREN ILLINOIS,12/29/2016,1/26/2017,UTILITIES,317.53,2017,AMEREN ILLINOIS
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/28/2017,AP,E0488051,COMCAST,1/30/2017,2/28/2017,UTILITIES,320.55,2017,COMCAST
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/1/2017,AP,E0488049,COMCAST,2/1/2017,2/28/2017,UTILITIES,144.59,2017,COMCAST
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/7/2017,AP,E0491986,CITY WATER LIGHT & POWER,1/13/2017,2/14/2017,UTILITIES,790.95,2017,CITY WATER LIGHT & POWER
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/23/2017,AP,E0496230,AMEREN ILLINOIS,1/26/2017,2/24/2017,UTILITIES,265.78,2017,AMEREN ILLINOIS
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/23/2017,AP,E0496234,COMCAST,3/1/2017,3/31/2017,UTILITIES,144.59,2017,COMCAST
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/23/2017,AP,E0496235,COMCAST,3/1/2017,3/29/2017,UTILITIES,320.55,2017,COMCAST
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/8/2017,AP,E0472746,CITY WATER LIGHT & POWER,10/28/2016,12/12/2016,UTILITIES,343.82,2016,CITY WATER LIGHT & POWER
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/8/2017,AP,E0473714,MEDIACOM,11/20/2016,1/2/2017,UTILITIES,121.16,2017,MEDIACOM
L000585,HON. DARIN LAHOOD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/18/2017,AP,E0477293,AMEREN ILLINOIS,11/23/2016,12/27/2016,UTILITIES,333.09,2016,AMEREN ILLINOIS
L000578,HON. DOUG LAMALFA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/14/2017,AP,E0487328,PACIFIC GAS & ELECTRIC COMPANY,1/4/2017,2/1/2017,UTILITIES,290.72,2017,PACIFIC GAS & ELECTRIC COMPANY
L000578,HON. DOUG LAMALFA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-DISH NETWORK-ONE TIME,1/29/2017,2/28/2017,UTILITIES,245.65,2017,CITI PCARD-DISH NETWORK-ONE TIME
L000578,HON. DOUG LAMALFA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/27/2017,AP,E0499189,PACIFIC GAS & ELECTRIC COMPANY,2/1/2017,3/2/2017,UTILITIES,244.42,2017,PACIFIC GAS & ELECTRIC COMPANY
L000578,HON. DOUG LAMALFA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/17/2017,AP,E0478899,PACIFIC GAS & ELECTRIC COMPANY,12/2/2016,1/2/2017,UTILITIES,270.01,2017,PACIFIC GAS & ELECTRIC COMPANY
L000564,HON. DOUG LAMBORN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/14/2017,AP,E0475678,COMCAST,12/28/2016,1/27/2017,UTILITIES,215.88,2017,COMCAST
L000564,HON. DOUG LAMBORN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/2/2017,AP,E0483167,COMCAST,1/28/2017,2/27/2017,UTILITIES,292.09,2017,COMCAST
L000564,HON. DOUG LAMBORN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/12/2017,AP,E0494070,COMCAST,2/28/2017,3/27/2017,UTILITIES,221.75,2017,COMCAST
L000567,HON. LEONARD LANCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/31/2017,AP,E0482633,ELIZABETHTOWN GAS,12/7/2016,1/9/2017,UTILITIES,141.25,2017,ELIZABETHTOWN GAS
L000567,HON. LEONARD LANCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-COMCAST,1/3/2017,1/28/2017,UTILITIES,149.28,2017,CITI PCARD-COMCAST
L000567,HON. LEONARD LANCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/22/2017,AP,E0484652,PSEG CO,12/22/2016,1/24/2017,UTILITIES,257.64,2017,PSEG CO
L000567,HON. LEONARD LANCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/27/2017,AP,E0490167,ELIZABETHTOWN GAS,1/9/2017,2/6/2017,UTILITIES,103.45,2017,ELIZABETHTOWN GAS
L000567,HON. LEONARD LANCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/9/2017,AP,E0494973,PSEG CO,1/24/2017,2/23/2017,UTILITIES,266.01,2017,PSEG CO
L000567,HON. LEONARD LANCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-COMCAST,1/29/2017,2/28/2017,UTILITIES,151.36,2017,CITI PCARD-COMCAST
L000567,HON. LEONARD LANCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/11/2017,AP,E0477074,PSEG CO,11/21/2016,12/22/2016,UTILITIES,251.65,2016,PSEG CO
L000567,HON. LEONARD LANCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-COMCAST,11/29/2016,12/28/2016,UTILITIES,145.24,2016,CITI PCARD-COMCAST
L000557,HON. JOHN B. LARSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/9/2017,AP,E0476447,COMCAST,1/1/2017,1/31/2017,UTILITIES,107.89,2017,COMCAST
L000557,HON. JOHN B. LARSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/30/2017,AP,E0501264,COMCAST,3/1/2017,3/31/2017,UTILITIES,206.62,2017,COMCAST
L000566,HON. ROBERT E. LATTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/24/2017,AP,E0480053,TIME WARNER CABLE,12/19/2016,1/18/2017,UTILITIES,176.15,2017,TIME WARNER CABLE
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-COMCAST,1/3/2017,1/28/2017,UTILITIES,1010.52,2017,CITI PCARD-COMCAST
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-COMCAST,1/29/2017,2/28/2017,UTILITIES,308.6,2017,CITI PCARD-COMCAST
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-COMCAST,11/29/2016,12/28/2016,UTILITIES,699.62,2016,CITI PCARD-COMCAST
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-COMCAST,12/29/2016,1/2/2017,UTILITIES,158.75,2017,CITI PCARD-COMCAST
L000586,HON. AL LAWSON  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/29/2017,AP,912631,COMCAST,2/21/2017,3/20/2017,UTILITIES,224.05,2017,COMCAST
L000586,HON. AL LAWSON  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/29/2017,AP,E0502479,COMCAST,3/21/2017,4/20/2017,UTILITIES,190.11,2017,COMCAST
L000551,HON. BARBARA LEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/22/2017,AP,E0498400,AT&T U-VERSE (SM),3/2/2017,4/1/2017,UTILITIES,174,2017,AT&T U-VERSE (SM)
L000263,HON. SANDER M. LEVIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/11/2017,AP,E0474093,COMCAST,12/12/2016,1/11/2017,UTILITIES,146.32,2017,COMCAST
L000263,HON. SANDER M. LEVIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/5/2017,AP,E0482783,COMCAST,1/12/2017,2/11/2017,UTILITIES,148.7,2017,COMCAST
L000263,HON. SANDER M. LEVIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/8/2017,AP,E0474070,COMCAST,11/12/2016,12/11/2016,UTILITIES,146.32,2016,COMCAST
L000263,HON. SANDER M. LEVIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/8/2017,AP,E0474095,CMG GRATIOT LLC,4/1/2016,6/30/2016,UTILITIES,467.9,2016,CMG GRATIOT LLC
L000263,HON. SANDER M. LEVIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/8/2017,AP,E0474096,CMG GRATIOT LLC,7/1/2016,9/30/2016,UTILITIES,510.09,2016,CMG GRATIOT LLC
L000263,HON. SANDER M. LEVIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/12/2017,AP,897297,CMG GRATIOT LLC,1/3/2016,3/31/2016,UTILITIES,590.55,2016,CMG GRATIOT LLC
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-COMCAST CABLE COMM,1/3/2017,1/28/2017,UTILITIES,146.05,2017,CITI PCARD-COMCAST CABLE COMM
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-MUZAK DBA MOOD MEDIA,1/3/2017,1/28/2017,UTILITIES,207.59,2017,CITI PCARD-MUZAK DBA MOOD MEDIA
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-COMCAST CABLE COMM,1/29/2017,2/28/2017,UTILITIES,146.05,2017,CITI PCARD-COMCAST CABLE COMM
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-MUZAK DBA MOOD MEDIA,1/29/2017,2/28/2017,UTILITIES,207.59,2017,CITI PCARD-MUZAK DBA MOOD MEDIA
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-COMCAST CABLE COMM,11/29/2016,12/28/2016,UTILITIES,146.05,2016,CITI PCARD-COMCAST CABLE COMM
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-MUZAK DBA MOOD MEDIA,11/29/2016,12/28/2016,UTILITIES,207.59,2016,CITI PCARD-MUZAK DBA MOOD MEDIA
L000582,HON. TED LIEU,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-WSC WINDSTREAM PMT&FEE,1/3/2017,1/28/2017,UTILITIES,713.8,2017,CITI PCARD-WSC WINDSTREAM PMT&FEE
L000582,HON. TED LIEU,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/22/2017,AP,E0490004,CITIBANK GOV CARD SERVICE,1/6/2017,2/23/2017,UTILITIES,104.92,2017,CITIBANK GOV CARD SERVICE
L000582,HON. TED LIEU,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-WSC WINDSTREAM PMT&FEE,1/29/2017,2/28/2017,UTILITIES,692.43,2017,CITI PCARD-WSC WINDSTREAM PMT&FEE
L000582,HON. TED LIEU,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-WSC WINDSTREAM PMTFEE,11/29/2016,12/28/2016,UTILITIES,716.21,2016,CITI PCARD-WSC WINDSTREAM PMTFEE
L000563,HON. DANIEL LIPINSKI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0481977,COMCAST,1/21/2017,2/20/2017,UTILITIES,128.21,2017,COMCAST
L000563,HON. DANIEL LIPINSKI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/23/2017,AP,E0496418,COMED,1/9/2017,2/8/2017,UTILITIES,186.23,2017,COMED
L000563,HON. DANIEL LIPINSKI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/4/2017,AP,E0481972,COMED,12/6/2016,1/2/2017,UTILITIES,171.81,2017,COMED
L000563,HON. DANIEL LIPINSKI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/7/2017,AP,E0482425,THE PEOPLES GAS LIGHT AND COKE COMPANY,12/12/2016,1/2/2017,UTILITIES,190.02,2017,THE PEOPLES GAS LIGHT AND COKE COMPANY
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/27/2017,AP,E0481766,COMCAST,1/14/2017,2/13/2017,UTILITIES,119.88,2017,COMCAST
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/27/2017,AP,E0481830,COMCAST,12/26/2016,1/25/2017,UTILITIES,125.95,2017,COMCAST
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/22/2017,AP,E0489354,COMCAST,1/26/2017,2/25/2017,UTILITIES,135.43,2017,COMCAST
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/28/2017,AP,E0499884,COMCAST,2/14/2017,3/13/2017,UTILITIES,119.88,2017,COMCAST
L000554,HON. FRANK A. LOBIONDO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/2/2017,AP,E0483465,COMCAST,10/26/2016,11/25/2016,UTILITIES,125.95,2016,COMCAST
